param n := 40;

param scale := 1000;

set S := "S2C" "S2CPro" "S3";

param I :=
"S2C" 0.305891
"S2CPro" 0.755891
"S3" 0.76198;

param MC := 
"S2C" 28.45
"S2CPro" 34.31
"S3" 40.32;

param RMAX :=
"S2C" 1200
"S2CPro" 3200
"S3" 3200;

param X :=
1 1
2 1
3 1
4 1
5 1
6 2
7 2
8 3
9 3
10 3
11 3
12 3
13 3
14 3
15 3
16 4
17 4
18 4
19 4
20 4
21 5
22 5
23 5
24 5
25 6
26 6
27 6
28 6
29 6
30 6
31 6
32 7
33 7
34 7
35 8
36 8
37 8
38 9
39 10
40 10;

param Y :=
1 3
2 6
3 7
4 8
5 9
6 4
7 8
8 1
9 3
10 4
11 5
12 6
13 8
14 9
15 10
16 3
17 4
18 6
19 8
20 9
21 1
22 2
23 3
24 4
25 1
26 2
27 3
28 4
29 5
30 6
31 8
32 1
33 3
34 6
35 1
36 3
37 4
38 5
39 1
40 3;
